page,source_file,image_path,project_or_video_id,classification,previous_alt,revised_alt,previous_char_count,revised_char_count,first_200_revised,grounding_sources_used,duplicate_wording_removed,owner_review_flag,notes
https://www.sdhardwoods.com/videos_of_refinishing_process.html,build/scripts/pages/build_videos.py + build/data/youtube_videos.json,https://i.ytimg.com/vi/wn8s-Z_d_yk/hqdefault.jpg,,other,"Bona Power Drive Sanding character oak flooring Bona Power Drive connected to portable dust containment equipment. This setup is sanding engineered character grade white oak flooring to raw wood. San Diego Hardwoods YouTube Short video thumbnail showing dust-contained sanding &amp; refinishing filmed on a real customer hardwood or bamboo floor project in San Diego County, uploaded 2025-07-27.",Bona Power Drive Sanding character oak flooring Bona Power Drive connected to portable dust containment equipment. This setup is sanding engineered character grade white oak flooring to raw wood.,395,195,Bona Power Drive Sanding character oak flooring Bona Power Drive connected to portable dust containment equipment. This setup is sanding engineered character grade white oak flooring to raw wood.,build/scripts/pages/build_videos.py + build/data/youtube_videos.json,yes,no,"Videos: recomposed all 58 thumbnails -- removed the repeated canned closing template (""San Diego Hardwoods YouTube video thumbnail showing {category}... uploaded {date}"", identical across up to 38 videos in the same category) in favor of each video's own title + real description alone. 10 thumbnails across all 3 categories additionally hand-composed as a curated, owner-reviewed sample."
https://www.sdhardwoods.com/videos_of_refinishing_process.html,build/scripts/pages/build_videos.py + build/data/youtube_videos.json,https://i.ytimg.com/vi/rJRDhgI80-Y/hqdefault.jpg,,other,"Sanding solid Merbau hardwood flooring San Diego Hardwoods YouTube Short video thumbnail showing dust-contained sanding &amp; refinishing filmed on a real customer hardwood or bamboo floor project in San Diego County, uploaded 2025-07-27.",Sanding solid Merbau hardwood flooring,238,38,Sanding solid Merbau hardwood flooring,build/scripts/pages/build_videos.py + build/data/youtube_videos.json,yes,no,"Videos: recomposed all 58 thumbnails -- removed the repeated canned closing template (""San Diego Hardwoods YouTube video thumbnail showing {category}... uploaded {date}"", identical across up to 38 videos in the same category) in favor of each video's own title + real description alone. 10 thumbnails across all 3 categories additionally hand-composed as a curated, owner-reviewed sample."
https://www.sdhardwoods.com/videos_of_refinishing_process.html,build/scripts/pages/build_videos.py + build/data/youtube_videos.json,https://i.ytimg.com/vi/uI3-5QxtZ2w/hqdefault.jpg,,other,"BONA Power Drive sanding white oak connected to portable dust containment system San Diego Hardwoods YouTube Short video thumbnail showing dust-contained sanding &amp; refinishing filmed on a real customer hardwood or bamboo floor project in San Diego County, uploaded 2025-07-26.",BONA Power Drive sanding white oak connected to portable dust containment system,280,80,BONA Power Drive sanding white oak connected to portable dust containment system,build/scripts/pages/build_videos.py + build/data/youtube_videos.json,yes,no,"Videos: recomposed all 58 thumbnails -- removed the repeated canned closing template (""San Diego Hardwoods YouTube video thumbnail showing {category}... uploaded {date}"", identical across up to 38 videos in the same category) in favor of each video's own title + real description alone. 10 thumbnails across all 3 categories additionally hand-composed as a curated, owner-reviewed sample."
https://www.sdhardwoods.com/videos_of_refinishing_process.html,build/scripts/pages/build_videos.py + build/data/youtube_videos.json,https://i.ytimg.com/vi/xP2mpqMwaQ4/hqdefault.jpg,,other,"Walnut Floor Refinish Bing Crosby Ranch | Dustless Sanding Fast answers: 858-699-0072 • sandiegohardwoods@gmail.com • www.sdhardwoods.com See finished results and hundreds of before/after galleries: www.sdhardwoods.com Licensed Flooring Contractor • Bona Certified Craftsman: https://www.bona.com/en-us/homeowner/find-a-contractor/contractor-details/?storeid=83667 Richard... San Diego Hardwoods YouTube video thumbnail showing dust-contained sanding &amp; refinishing filmed on a real customer hardwood or bamboo floor project in San Diego County, uploaded 2025-07-23.","Walnut Floor Refinish Bing Crosby Ranch | Dustless Sanding Richard Marshall solid walnut in Bing Crosby Ranch (east Rancho Santa Fe, near 4S Ranch, North County San Diego) brought back flat and clean. We start with precision belt sanding using a Lägler SUPERHUMMEL connected to a Bona portable dust-containment unit with HEPA filtration, keeping dust from going airborne inside...",569,380,"Walnut Floor Refinish Bing Crosby Ranch | Dustless Sanding Richard Marshall solid walnut in Bing Crosby Ranch (east Rancho Santa Fe, near 4S Ranch, North County San Diego) brought back flat and clean.",build/scripts/pages/build_videos.py + build/data/youtube_videos.json,yes,no,"Videos: recomposed all 58 thumbnails -- removed the repeated canned closing template (""San Diego Hardwoods YouTube video thumbnail showing {category}... uploaded {date}"", identical across up to 38 videos in the same category) in favor of each video's own title + real description alone. 10 thumbnails across all 3 categories additionally hand-composed as a curated, owner-reviewed sample."
https://www.sdhardwoods.com/videos_of_refinishing_process.html,build/scripts/pages/build_videos.py + build/data/youtube_videos.json,https://i.ytimg.com/vi/21nM1OnBL2c/hqdefault.jpg,,other,"Red Oak Hardwood Refinish Carlsbad | Flat Belt Sanding Fast answers: 858-699-0072 • sandiegohardwoods@gmail.com • www.sdhardwoods.com See before/after in our photo galleries: www.sdhardwoods.com Licensed Flooring Contractor • Bona Certified Craftsman: https://www.bona.com/en-us/homeowner/find-a-contractor/contractor-details/?storeid=83667 Vintage red oak in Carlsbad with... San Diego Hardwoods YouTube video thumbnail showing dust-contained sanding &amp; refinishing filmed on a real customer hardwood or bamboo floor project in San Diego County, uploaded 2025-07-23.","Red Oak Hardwood Refinish Carlsbad | Flat Belt Sanding Vintage red oak in Carlsbad with very old red stain and unevenness from prior improper sanding. A highly experienced flooring professional runs an American Sanders FloorCrafter to take the floor back to clean, flat wood in preparation for a natural look. This short clip shows the initial sanding only; later stages...",570,373,Red Oak Hardwood Refinish Carlsbad | Flat Belt Sanding Vintage red oak in Carlsbad with very old red stain and unevenness from prior improper sanding. A highly experienced flooring professional runs a,build/scripts/pages/build_videos.py + build/data/youtube_videos.json,yes,no,"Videos: recomposed all 58 thumbnails -- removed the repeated canned closing template (""San Diego Hardwoods YouTube video thumbnail showing {category}... uploaded {date}"", identical across up to 38 videos in the same category) in favor of each video's own title + real description alone. 10 thumbnails across all 3 categories additionally hand-composed as a curated, owner-reviewed sample."
https://www.sdhardwoods.com/videos_of_refinishing_process.html,build/scripts/pages/build_videos.py + build/data/youtube_videos.json,https://i.ytimg.com/vi/xzrZDpw-Wro/hqdefault.jpg,,other,"Floor sanding. Douglas Fir San Diego Hardwoods YouTube Short video thumbnail showing dust-contained sanding &amp; refinishing filmed on a real customer hardwood or bamboo floor project in San Diego County, uploaded 2025-07-10.",Floor sanding. Douglas Fir,226,26,Floor sanding. Douglas Fir,build/scripts/pages/build_videos.py + build/data/youtube_videos.json,yes,no,"Videos: recomposed all 58 thumbnails -- removed the repeated canned closing template (""San Diego Hardwoods YouTube video thumbnail showing {category}... uploaded {date}"", identical across up to 38 videos in the same category) in favor of each video's own title + real description alone. 10 thumbnails across all 3 categories additionally hand-composed as a curated, owner-reviewed sample."
https://www.sdhardwoods.com/videos_of_refinishing_process.html,build/scripts/pages/build_videos.py + build/data/youtube_videos.json,https://i.ytimg.com/vi/q24wYFgE6fQ/hqdefault.jpg,,other,"Radical transformation of this extremely trashed solid white floor with vintage belt sander This extremely worn, stained and uneven solid vintage white oak floor is being sanded completly flat with a very aggressive hardwood floor belt sander. This first person view is what the operator sees as the machine makes quick work of flattening the wood and removing all the old stain and finish. This is being... San Diego Hardwoods YouTube Short video thumbnail showing repairs &amp; restoration filmed on a real customer hardwood or bamboo floor project in San Diego County, uploaded 2025-07-10.","Radical transformation of this extremely trashed solid white floor with vintage belt sander This extremely worn, stained and uneven solid vintage white oak floor is being sanded completly flat with a very aggressive hardwood floor belt sander. This first person view is what the operator sees as the machine makes quick work of flattening the wood and removing all the old stain and finish. This is being...",592,407,"Radical transformation of this extremely trashed solid white floor with vintage belt sander This extremely worn, stained and uneven solid vintage white oak floor is being sanded completly flat with a ",build/scripts/pages/build_videos.py + build/data/youtube_videos.json,yes,no,"Videos: recomposed all 58 thumbnails -- removed the repeated canned closing template (""San Diego Hardwoods YouTube video thumbnail showing {category}... uploaded {date}"", identical across up to 38 videos in the same category) in favor of each video's own title + real description alone. 10 thumbnails across all 3 categories additionally hand-composed as a curated, owner-reviewed sample."
https://www.sdhardwoods.com/videos_of_refinishing_process.html,build/scripts/pages/build_videos.py + build/data/youtube_videos.json,https://i.ytimg.com/vi/6fF3bO7XpWg/hqdefault.jpg,,other,"Sanding vintage Douglas Fir wood flooring Sanding vintage Douglas Fir flooring. San Diego Hardwoods YouTube video thumbnail showing dust-contained sanding &amp; refinishing filmed on a real customer hardwood or bamboo floor project in San Diego County, uploaded 2025-07-10.",Sanding vintage Douglas Fir wood flooring Sanding vintage Douglas Fir flooring.,273,79,Sanding vintage Douglas Fir wood flooring Sanding vintage Douglas Fir flooring.,build/scripts/pages/build_videos.py + build/data/youtube_videos.json,yes,no,"Videos: recomposed all 58 thumbnails -- removed the repeated canned closing template (""San Diego Hardwoods YouTube video thumbnail showing {category}... uploaded {date}"", identical across up to 38 videos in the same category) in favor of each video's own title + real description alone. 10 thumbnails across all 3 categories additionally hand-composed as a curated, owner-reviewed sample."
https://www.sdhardwoods.com/videos_of_refinishing_process.html,build/scripts/pages/build_videos.py + build/data/youtube_videos.json,https://i.ytimg.com/vi/xeOBEgWAlnw/hqdefault.jpg,,other,"Red Oak Hardwood Refinish Fallbrook | SUPERHUMMEL Flat Sanding Fast answers: 858-699-0072 • sandiegohardwoods@gmail.com • www.sdhardwoods.com See before/after in our photo galleries: www.sdhardwoods.com Licensed Flooring Contractor • Bona Certified Craftsman: https://www.bona.com/en-us/homeowner/find-a-contractor/contractor-details/?storeid=83667 Same Fallbrook project, different... San Diego Hardwoods YouTube video thumbnail showing dust-contained sanding &amp; refinishing filmed on a real customer hardwood or bamboo floor project in San Diego County, uploaded 2025-06-16.","Red Oak Hardwood Refinish Fallbrook | SUPERHUMMEL Flat Sanding Same Fallbrook project, different angle. 2¼&quot; × ¾&quot; select-grade red oak from the 1980s. Inland Fallbrook runs hotter and more humid than coastal San Diego, so technique is tuned for movement and climate. A dedicated, highly experienced flooring professional uses a Lägler SUPERHUMMEL to remove very yellow/orange...",579,387,"Red Oak Hardwood Refinish Fallbrook | SUPERHUMMEL Flat Sanding Same Fallbrook project, different angle. 2¼&quot; × ¾&quot; select-grade red oak from the 1980s. Inland Fallbrook runs hotter and more hu",build/scripts/pages/build_videos.py + build/data/youtube_videos.json,yes,no,"Videos: recomposed all 58 thumbnails -- removed the repeated canned closing template (""San Diego Hardwoods YouTube video thumbnail showing {category}... uploaded {date}"", identical across up to 38 videos in the same category) in favor of each video's own title + real description alone. 10 thumbnails across all 3 categories additionally hand-composed as a curated, owner-reviewed sample."
https://www.sdhardwoods.com/videos_of_refinishing_process.html,build/scripts/pages/build_videos.py + build/data/youtube_videos.json,https://i.ytimg.com/vi/xTUwDGChpRY/hqdefault.jpg,,other,"Red Oak Hardwood Refinish Fallbrook | SUPERHUMMEL Flat Sanding Fast answers: 858-699-0072 • sandiegohardwoods@gmail.com • www.sdhardwoods.com See before/after in our photo galleries: www.sdhardwoods.com Licensed Flooring Contractor • Bona Certified Craftsman: https://www.bona.com/en-us/homeowner/find-a-contractor/contractor-details/?storeid=83667 Fallbrook red oak, 2¼"" × ¾""... San Diego Hardwoods YouTube video thumbnail showing dust-contained sanding &amp; refinishing filmed on a real customer hardwood or bamboo floor project in San Diego County, uploaded 2025-06-16.","Red Oak Hardwood Refinish Fallbrook | SUPERHUMMEL Flat Sanding Fallbrook red oak, 2¼&quot; × ¾&quot; select strip, installed in the 1980s. Inland Fallbrook runs hotter and more humid than coastal San Diego, so we use techniques tuned for movement and climate. A dedicated, highly experienced flooring professional uses a Lägler SUPERHUMMEL to remove very yellow/orange oil-based polyurethane...",573,394,"Red Oak Hardwood Refinish Fallbrook | SUPERHUMMEL Flat Sanding Fallbrook red oak, 2¼&quot; × ¾&quot; select strip, installed in the 1980s. Inland Fallbrook runs hotter and more humid than coastal San ",build/scripts/pages/build_videos.py + build/data/youtube_videos.json,yes,no,"Videos: recomposed all 58 thumbnails -- removed the repeated canned closing template (""San Diego Hardwoods YouTube video thumbnail showing {category}... uploaded {date}"", identical across up to 38 videos in the same category) in favor of each video's own title + real description alone. 10 thumbnails across all 3 categories additionally hand-composed as a curated, owner-reviewed sample."
https://www.sdhardwoods.com/videos_of_refinishing_process.html,build/scripts/pages/build_videos.py + build/data/youtube_videos.json,https://i.ytimg.com/vi/bCPLPMWpt4Y/hqdefault.jpg,,other,"Refinish wood flooring in San Diego. Doug Fir Flooring being sanded flat This video shows a vintage wood floor being sanded flat to remove decades of glue and wear. San Diego Hardwoods YouTube Short video thumbnail showing dust-contained sanding &amp; refinishing filmed on a real customer hardwood or bamboo floor project in San Diego County, uploaded 2025-01-29.",Refinish wood flooring in San Diego. Doug Fir Flooring being sanded flat This video shows a vintage wood floor being sanded flat to remove decades of glue and wear.,364,164,Refinish wood flooring in San Diego. Doug Fir Flooring being sanded flat This video shows a vintage wood floor being sanded flat to remove decades of glue and wear.,build/scripts/pages/build_videos.py + build/data/youtube_videos.json,yes,no,"Videos: recomposed all 58 thumbnails -- removed the repeated canned closing template (""San Diego Hardwoods YouTube video thumbnail showing {category}... uploaded {date}"", identical across up to 38 videos in the same category) in favor of each video's own title + real description alone. 10 thumbnails across all 3 categories additionally hand-composed as a curated, owner-reviewed sample."
https://www.sdhardwoods.com/videos_of_refinishing_process.html,build/scripts/pages/build_videos.py + build/data/youtube_videos.json,https://i.ytimg.com/vi/_AfllCgDjGM/hqdefault.jpg,,other,"SANDING SOLID HARDWOOD FLOORING SANDING MERBAU FLOORING FLAT TO REMOVE SUN FADING AND CUPPED / UNEVEN SURFACE. San Diego Hardwoods YouTube Short video thumbnail showing dust-contained sanding &amp; refinishing filmed on a real customer hardwood or bamboo floor project in San Diego County, uploaded 2024-12-25.",SANDING SOLID HARDWOOD FLOORING SANDING MERBAU FLOORING FLAT TO REMOVE SUN FADING AND CUPPED / UNEVEN SURFACE.,310,110,SANDING SOLID HARDWOOD FLOORING SANDING MERBAU FLOORING FLAT TO REMOVE SUN FADING AND CUPPED / UNEVEN SURFACE.,build/scripts/pages/build_videos.py + build/data/youtube_videos.json,yes,no,"Videos: recomposed all 58 thumbnails -- removed the repeated canned closing template (""San Diego Hardwoods YouTube video thumbnail showing {category}... uploaded {date}"", identical across up to 38 videos in the same category) in favor of each video's own title + real description alone. 10 thumbnails across all 3 categories additionally hand-composed as a curated, owner-reviewed sample."
https://www.sdhardwoods.com/videos_of_refinishing_process.html,build/scripts/pages/build_videos.py + build/data/youtube_videos.json,https://i.ytimg.com/vi/3Yhqlyyugpc/hqdefault.jpg,,other,"Red Oak Floor Refinish La Jolla | Dustless Belt Sanding + Flat Prep Fast answers: 858-699-0072 • sandiegohardwoods@gmail.com • www.sdhardwoods.com See before/after in our photo galleries: www.sdhardwoods.com Licensed Flooring Contractor • Bona Certified Craftsman: https://www.bona.com/en-us/homeowner/find-a-contractor/contractor-details/?storeid=83667 Vintage red oak strip hardwood... San Diego Hardwoods YouTube video thumbnail showing dust-contained sanding &amp; refinishing filmed on a real customer hardwood or bamboo floor project in San Diego County, uploaded 2024-12-20.","Red Oak Floor Refinish La Jolla | Dustless Belt Sanding + Flat Prep Vintage red oak strip hardwood flooring in La Jolla. Hardwood floor refinishing is our specialty, with deep experience in San Diego’s common red oak and white oak hardwoods. A dedicated, highly experienced flooring professional removes the old orange oil-based polyurethane and sands the hardwood floor flat with an...",581,386,"Red Oak Floor Refinish La Jolla | Dustless Belt Sanding + Flat Prep Vintage red oak strip hardwood flooring in La Jolla. Hardwood floor refinishing is our specialty, with deep experience in San Diego’",build/scripts/pages/build_videos.py + build/data/youtube_videos.json,yes,no,"Videos: recomposed all 58 thumbnails -- removed the repeated canned closing template (""San Diego Hardwoods YouTube video thumbnail showing {category}... uploaded {date}"", identical across up to 38 videos in the same category) in favor of each video's own title + real description alone. 10 thumbnails across all 3 categories additionally hand-composed as a curated, owner-reviewed sample."
https://www.sdhardwoods.com/videos_of_refinishing_process.html,build/scripts/pages/build_videos.py + build/data/youtube_videos.json,https://i.ytimg.com/vi/LkPRqzpi-iA/hqdefault.jpg,,other,"Red Oak Floor Refinish La Jolla | FloorCrafter Dustless Sanding Fast answers: 858-699-0072 • sandiegohardwoods@gmail.com • www.sdhardwoods.com See finished results and hundreds of before/after galleries: www.sdhardwoods.com Licensed Flooring Contractor • Bona Certified Craftsman: https://www.bona.com/en-us/homeowner/find-a-contractor/contractor-details/?storeid=83667 Solid red oak... San Diego Hardwoods YouTube video thumbnail showing dust-contained sanding &amp; refinishing filmed on a real customer hardwood or bamboo floor project in San Diego County, uploaded 2024-10-28.","Red Oak Floor Refinish La Jolla | FloorCrafter Dustless Sanding Solid red oak in La Jolla with old oil-based polyurethane sanded away to clean, flat wood. Precision belt sanding with an American Sanders FloorCrafter is connected to a Bona portable dust-containment unit with HEPA filtration, preventing polyurethane and wood dust from going airborne inside the home. Later in the...",580,382,"Red Oak Floor Refinish La Jolla | FloorCrafter Dustless Sanding Solid red oak in La Jolla with old oil-based polyurethane sanded away to clean, flat wood. Precision belt sanding with an American Sande",build/scripts/pages/build_videos.py + build/data/youtube_videos.json,yes,no,"Videos: recomposed all 58 thumbnails -- removed the repeated canned closing template (""San Diego Hardwoods YouTube video thumbnail showing {category}... uploaded {date}"", identical across up to 38 videos in the same category) in favor of each video's own title + real description alone. 10 thumbnails across all 3 categories additionally hand-composed as a curated, owner-reviewed sample."
https://www.sdhardwoods.com/videos_of_refinishing_process.html,build/scripts/pages/build_videos.py + build/data/youtube_videos.json,https://i.ytimg.com/vi/HGy1lt34FrY/hqdefault.jpg,,other,"Red Oak Floor Refinish Pacific Beach | Dustless Belt Sanding Fast answers: 858-699-0072 • sandiegohardwoods@gmail.com • www.sdhardwoods.com See finished results and hundreds of before/after galleries: www.sdhardwoods.com Licensed Flooring Contractor • Bona Certified Craftsman: https://www.bona.com/en-us/homeowner/find-a-contractor/contractor-details/?storeid=83667 Solid red oak... San Diego Hardwoods YouTube video thumbnail showing dust-contained sanding &amp; refinishing filmed on a real customer hardwood or bamboo floor project in San Diego County, uploaded 2024-10-27.","Red Oak Floor Refinish Pacific Beach | Dustless Belt Sanding Solid red oak in Pacific Beach/Crown Point with old oil-based polyurethane sanded away to clean, flat wood. Precision belt sanding with an American Sanders FloorCrafter is connected to a Bona portable dust-containment unit with HEPA filtration, preventing polyurethane and wood dust from going airborne in the home...",577,378,"Red Oak Floor Refinish Pacific Beach | Dustless Belt Sanding Solid red oak in Pacific Beach/Crown Point with old oil-based polyurethane sanded away to clean, flat wood. Precision belt sanding with an ",build/scripts/pages/build_videos.py + build/data/youtube_videos.json,yes,no,"Videos: recomposed all 58 thumbnails -- removed the repeated canned closing template (""San Diego Hardwoods YouTube video thumbnail showing {category}... uploaded {date}"", identical across up to 38 videos in the same category) in favor of each video's own title + real description alone. 10 thumbnails across all 3 categories additionally hand-composed as a curated, owner-reviewed sample."
https://www.sdhardwoods.com/videos_of_refinishing_process.html,build/scripts/pages/build_videos.py + build/data/youtube_videos.json,https://i.ytimg.com/vi/zKs_lbzRd5E/hqdefault.jpg,,other,"Red Oak Floor Refinish Rancho Santa Fe | Dustless Belt Sanding Description: Fast answers: 858-699-0072 • sandiegohardwoods@gmail.com • www.sdhardwoods.com See finished results and hundreds of before/after galleries: www.sdhardwoods.com Licensed Flooring Contractor • Bona Certified Craftsman: https://www.bona.com/en-us/homeowner/find-a-contractor/contractor-details/?storeid=83667... San Diego Hardwoods YouTube video thumbnail showing dust-contained sanding &amp; refinishing filmed on a real customer hardwood or bamboo floor project in San Diego County, uploaded 2024-10-20.","Red Oak Floor Refinish Rancho Santa Fe | Dustless Belt Sanding Solid red oak in Rancho Santa Fe Farms (east of Carmel Valley, San Diego) with very yellow/orange oil-based polyurethane sanded away to clean, flat wood. Precision belt sanding with a Lägler SUPERHUMMEL is connected to a Bona portable dust-containment unit visible in the video, capturing polyurethane and wood dust at...",578,384,"Red Oak Floor Refinish Rancho Santa Fe | Dustless Belt Sanding Solid red oak in Rancho Santa Fe Farms (east of Carmel Valley, San Diego) with very yellow/orange oil-based polyurethane sanded away to c",build/scripts/pages/build_videos.py + build/data/youtube_videos.json,yes,no,"Videos: recomposed all 58 thumbnails -- removed the repeated canned closing template (""San Diego Hardwoods YouTube video thumbnail showing {category}... uploaded {date}"", identical across up to 38 videos in the same category) in favor of each video's own title + real description alone. 10 thumbnails across all 3 categories additionally hand-composed as a curated, owner-reviewed sample."
https://www.sdhardwoods.com/videos_of_refinishing_process.html,build/scripts/pages/build_videos.py + build/data/youtube_videos.json,https://i.ytimg.com/vi/ix6RoN95uV0/hqdefault.jpg,,other,"Red Oak Floor Refinish Bird Rock | Flat Belt Sanding Watch the professional restoration of a vintage red oak hardwood floor in Bird Rock, La Jolla. The initial SUPERHUMMEL belt sanding removes worn finishes, surface contamination, and previous sanding imperfections while creating a flat foundation for precision Bona Power Drive planetary sanding and a durable commercial-grade Bona water-based finish. San Diego Hardwoods YouTube video thumbnail showing dust-contained sanding &amp; refinishing filmed on a real customer hardwood or bamboo floor project in San Diego County, uploaded 2024-10-20.","Red Oak Floor Refinish Bird Rock | Flat Belt Sanding Watch the professional restoration of a vintage red oak hardwood floor in Bird Rock, La Jolla. The initial SUPERHUMMEL belt sanding removes worn finishes, surface contamination, and previous sanding imperfections while creating a flat foundation for precision Bona Power Drive planetary sanding and a durable commercial-grade Bona water-based finish.",597,403,"Red Oak Floor Refinish Bird Rock | Flat Belt Sanding Watch the professional restoration of a vintage red oak hardwood floor in Bird Rock, La Jolla. The initial SUPERHUMMEL belt sanding removes worn fi",build/scripts/pages/build_videos.py + build/data/youtube_videos.json,yes,no,"Videos: recomposed all 58 thumbnails -- removed the repeated canned closing template (""San Diego Hardwoods YouTube video thumbnail showing {category}... uploaded {date}"", identical across up to 38 videos in the same category) in favor of each video's own title + real description alone. 10 thumbnails across all 3 categories additionally hand-composed as a curated, owner-reviewed sample."
https://www.sdhardwoods.com/videos_of_refinishing_process.html,build/scripts/pages/build_videos.py + build/data/youtube_videos.json,https://i.ytimg.com/vi/Yn0LaA26Emc/hqdefault.jpg,,other,"White Oak Hardwood Refinish Rolando (SDSU) | Angle-Cut Flat Sanding Watch the restoration of a mid-century white oak hardwood floor near San Diego State University. Professional angle sanding safely reduces floor cupping before straight-with-the-grain sanding creates a flat foundation for Bona Power Drive planetary sanding and a durable Bona water-based finish. San Diego Hardwoods YouTube video thumbnail showing dust-contained sanding &amp; refinishing filmed on a real customer hardwood or bamboo floor project in San Diego County, uploaded 2024-09-08.",White Oak Hardwood Refinish Rolando (SDSU) | Angle-Cut Flat Sanding Watch the restoration of a mid-century white oak hardwood floor near San Diego State University. Professional angle sanding safely reduces floor cupping before straight-with-the-grain sanding creates a flat foundation for Bona Power Drive planetary sanding and a durable Bona water-based finish.,557,363,White Oak Hardwood Refinish Rolando (SDSU) | Angle-Cut Flat Sanding Watch the restoration of a mid-century white oak hardwood floor near San Diego State University. Professional angle sanding safely r,build/scripts/pages/build_videos.py + build/data/youtube_videos.json,yes,no,"Videos: recomposed all 58 thumbnails -- removed the repeated canned closing template (""San Diego Hardwoods YouTube video thumbnail showing {category}... uploaded {date}"", identical across up to 38 videos in the same category) in favor of each video's own title + real description alone. 10 thumbnails across all 3 categories additionally hand-composed as a curated, owner-reviewed sample."
https://www.sdhardwoods.com/videos_of_refinishing_process.html,build/scripts/pages/build_videos.py + build/data/youtube_videos.json,https://i.ytimg.com/vi/czeaU9Y_5S4/hqdefault.jpg,,other,"Carbonized Bamboo Refinish San Diego | SUPERHUMMEL Flat Sanding Fast answers: 858-699-0072 • sandiegohardwoods@gmail.com • www.sdhardwoods.com See before/after in our photo galleries: www.sdhardwoods.com Licensed Flooring Contractor • Bona Certified Craftsman: https://www.bona.com/en-us/homeowner/find-a-contractor/contractor-details/?storeid=83667 Horizontally laminated... San Diego Hardwoods YouTube video thumbnail showing dust-contained sanding &amp; refinishing filmed on a real customer hardwood or bamboo floor project in San Diego County, uploaded 2024-08-09.","Carbonized Bamboo Refinish San Diego | SUPERHUMMEL Flat Sanding Horizontally laminated, carbonized bamboo (20+ years old) being refinished with a Lägler SUPERHUMMEL. This clip shows the initial sanding only as a highly experienced flooring professional removes the dark aluminum-oxide factory coating and cuts back to raw bamboo for clean, flat prep. Bamboo is a grass, not wood; it...",569,385,"Carbonized Bamboo Refinish San Diego | SUPERHUMMEL Flat Sanding Horizontally laminated, carbonized bamboo (20+ years old) being refinished with a Lägler SUPERHUMMEL. This clip shows the initial sandin",build/scripts/pages/build_videos.py + build/data/youtube_videos.json,yes,no,"Videos: recomposed all 58 thumbnails -- removed the repeated canned closing template (""San Diego Hardwoods YouTube video thumbnail showing {category}... uploaded {date}"", identical across up to 38 videos in the same category) in favor of each video's own title + real description alone. 10 thumbnails across all 3 categories additionally hand-composed as a curated, owner-reviewed sample."
https://www.sdhardwoods.com/videos_of_refinishing_process.html,build/scripts/pages/build_videos.py + build/data/youtube_videos.json,https://i.ytimg.com/vi/HOW_Lc4TeXM/hqdefault.jpg,,other,"Brazilian Cherry Engineered Refinish Coronado | Flat Belt Sanding Fast answers: 858-699-0072 • sandiegohardwoods@gmail.com • www.sdhardwoods.com See before/after in our photo galleries: www.sdhardwoods.com Licensed Flooring Contractor • Bona Certified Craftsman: https://www.bona.com/en-us/homeowner/find-a-contractor/contractor-details/?storeid=83667 Engineered Brazilian cherry... San Diego Hardwoods YouTube video thumbnail showing dust-contained sanding &amp; refinishing filmed on a real customer hardwood or bamboo floor project in San Diego County, uploaded 2024-07-07.","Brazilian Cherry Engineered Refinish Coronado | Flat Belt Sanding Engineered Brazilian cherry (Jatoba) in an exclusive Coronado Island home with a picture-perfect view of San Diego. Decades of sun, salt air, and moisture left the floor sun-faded and worn. This clip shows the initial sanding only: a highly experienced flooring professional uses a precision belt sander to remove the...",576,386,"Brazilian Cherry Engineered Refinish Coronado | Flat Belt Sanding Engineered Brazilian cherry (Jatoba) in an exclusive Coronado Island home with a picture-perfect view of San Diego. Decades of sun, sa",build/scripts/pages/build_videos.py + build/data/youtube_videos.json,yes,no,"Videos: recomposed all 58 thumbnails -- removed the repeated canned closing template (""San Diego Hardwoods YouTube video thumbnail showing {category}... uploaded {date}"", identical across up to 38 videos in the same category) in favor of each video's own title + real description alone. 10 thumbnails across all 3 categories additionally hand-composed as a curated, owner-reviewed sample."
https://www.sdhardwoods.com/videos_of_refinishing_process.html,build/scripts/pages/build_videos.py + build/data/youtube_videos.json,https://i.ytimg.com/vi/0q3G7s7NAkg/hqdefault.jpg,,other,"Douglas Fir Floor Restoration Little Italy | Flat Belt Sanding Watch the restoration of a 100-year-old Douglas Fir hardwood floor in Little Italy, San Diego. The initial sanding removes paint, glue, mastic, and decades of wear while carefully preserving the character of this historic softwood floor before precision flattening and a premium Bona water-based finish. San Diego Hardwoods YouTube video thumbnail showing repairs &amp; restoration filmed on a real customer hardwood or bamboo floor project in San Diego County, uploaded 2024-07-07.","Douglas Fir Floor Restoration Little Italy | Flat Belt Sanding Watch the restoration of a 100-year-old Douglas Fir hardwood floor in Little Italy, San Diego. The initial sanding removes paint, glue, mastic, and decades of wear while carefully preserving the character of this historic softwood floor before precision flattening and a premium Bona water-based finish.",545,366,"Douglas Fir Floor Restoration Little Italy | Flat Belt Sanding Watch the restoration of a 100-year-old Douglas Fir hardwood floor in Little Italy, San Diego. The initial sanding removes paint, glue, m",build/scripts/pages/build_videos.py + build/data/youtube_videos.json,yes,no,"Videos: recomposed all 58 thumbnails -- removed the repeated canned closing template (""San Diego Hardwoods YouTube video thumbnail showing {category}... uploaded {date}"", identical across up to 38 videos in the same category) in favor of each video's own title + real description alone. 10 thumbnails across all 3 categories additionally hand-composed as a curated, owner-reviewed sample."
